W	Q2	S_{0+}		S_{1+}		S_{2+}		S_{3+}		S_{4+}		S_{5+}		S_{0-}		S_{1-}		S_{2-}		S_{3-}		S_{4-}		S_{5-}		E_{0+}		E_{1+}		E_{2+}		E_{3+}		E_{4+}		E_{5+}		E_{0-}		E_{1-}		E_{2-}		E_{3-}		E_{4-}		E_{5-}		M_{0+}		M_{1+}		M_{2+}		M_{3+}		M_{4+}		M_{5+}		M_{0-}		M_{1-}		M_{2-}		M_{3-}		M_{4-}		M_{5-}
2	2.35	1.153	-0.643	0.28	-0.074	0.082	-0.008	0.036	-0.003	0.019	0	0.01	0	0	0	0.33	0.115	0.039	-0.005	0.027	-0.016	0.006	0	-0.007	0	-2.039	0.95	0.133	0.024	0.077	-0.009	0.032	-0.002	0.013	0	0.006	0	0	0	0	0	0.664	-0.028	0.067	-0.023	0.025	0	-0.003	0	0	0	-0.087	-0.037	0.045	-0.005	-0.038	0.005	0.01	0	-0.008	0	0	0	-0.417	-0.206	-0.693	-0.016	-0.066	0.025	0.01	0	0.004	0
1.08	2.4	0.457	-0.008	0.124	0	0	0	0	0	0	0	0	0	0	0	0.529	0	0.004	0	0	0	0	0	0	0	0.984	0.045	0.101	0	-0.002	0	0	0	0	0	0	0	0	0	0	0	0.015	0	-0.001	0	0	0	0	0	0	0	-0.386	0	0.009	0	-0.001	0	0	0	0	0	0	0	-1.154	0	0.001	0	0	0	0	0	0	0
1.09	2.4	0.506	-0.029	0.189	0.002	0	0	0	0	0	0	0	0	0	0	0.798	-0.002	0.011	0	-0.001	0	0	0	0	0	1.017	0.15	0.155	0.001	-0.003	0	0.001	0	0	0	0	0	0	0	0	0	0.033	0	-0.003	0	0	0	0	0	0	0	-0.637	-0.008	0.022	0	-0.003	0	0	0	0	0	0	0	-1.72	0.006	0.003	0	0	0	0	0	0	0
1.1	2.4	0.548	-0.041	0.231	0.007	0.001	0	0	0	0	0	0	0	0	0	0.969	-0.006	0.017	0	-0.003	0	0	0	0	0	1.051	0.201	0.191	0.004	-0.003	0	0.001	0	0	0	0	0	0	0	0	0	0.052	0	-0.007	0	0.001	0	0	0	0	0	-0.852	-0.027	0.033	0	-0.005	0	0.001	0	0	0	0	0	-2.066	0.014	0.004	0	0	0	0	0	0	0
1.11	2.4	0.59	-0.052	0.265	0.013	0.003	0	0	0	0	0	0	0	0	0	1.094	-0.011	0.021	0	-0.003	0	0	0	0	0	1.084	0.239	0.219	0.008	-0.004	0	0.002	0	0	0	0	0	0	0	0	0	0.068	0	-0.009	0	0.002	0	0	0	0	0	-1.062	-0.062	0.042	0	-0.008	0	0.001	0	0	0	0	0	-2.312	0.024	0.006	0	-0.001	0	0	0	0	0
1.12	2.4	0.628	-0.063	0.295	0.024	0.002	0	0.001	0	0	0	0	0	0	0	1.194	-0.016	0.026	0	-0.005	0	0.001	0	0	0	1.119	0.272	0.242	0.014	-0.005	0	0.003	0	0	0	0	0	0	0	0	0	0.082	0	-0.012	0	0.002	0	-0.001	0	0	0	-1.281	-0.122	0.051	0	-0.01	0	0.003	0	0	0	0	0	-2.498	0.033	0.007	0	-0.001	0	0	0	0	0
1.13	2.4	0.662	-0.074	0.322	0.039	0.003	0	0.001	0	0	0	0	0	0	0	1.275	-0.02	0.029	0	-0.007	0	0.001	0	0	0	1.154	0.299	0.261	0.021	-0.003	0	0.003	0	0	0	0	0	0	0	0	0	0.098	0	-0.015	0	0.003	0	-0.001	0	0	0	-1.515	-0.213	0.06	0	-0.013	0	0.002	0	-0.001	0	0	0	-2.647	0.042	0.008	0	-0.001	0	0	0	0	0
1.14	2.4	0.694	-0.086	0.347	0.059	0.004	0	0.001	0	0	0	0	0	0	0	1.344	-0.024	0.033	0	-0.008	0	0.001	0	0	0	1.189	0.322	0.277	0.031	-0.003	0	0.004	0	-0.001	0	0	0	0	0	0	0	0.11	-0.001	-0.017	0	0.004	0	-0.001	0	0	0	-1.764	-0.351	0.067	0	-0.015	0	0.003	0	-0.001	0	0	0	-2.768	0.047	0.008	0	-0.001	0	0	0	0	0
1.15	2.4	0.723	-0.098	0.37	0.086	0.006	0	0.001	0	0	0	0	0	0	0	1.404	-0.026	0.037	0	-0.008	0	0.001	0	0	0	1.225	0.342	0.291	0.044	-0.003	0	0.005	0	-0.001	0	0	0	0	0	0	0	0.122	-0.001	-0.021	0	0.006	0	-0.002	0	0	0	-2.031	-0.552	0.074	0	-0.017	0	0.004	0	-0.001	0	0	0	-2.872	0.049	0.009	0	-0.001	0	0.001	0	0	0
1.16	2.4	0.749	-0.11	0.387	0.121	0.006	0	0.001	0	0	0	0	0	0	0	1.458	-0.026	0.04	0.001	-0.01	0	0.001	0	0	0	1.261	0.362	0.3	0.06	-0.002	0	0.005	0	-0.001	0	0	0	0	0	0	0	0.133	-0.001	-0.023	0	0.007	0	-0.002	0	0	0	-2.298	-0.846	0.08	0	-0.019	0	0.005	0	-0.002	0	0	0	-2.962	0.045	0.01	0	-0.001	0	0.001	0	0	0
1.17	2.4	0.773	-0.122	0.396	0.165	0.007	0	0.001	0	0	0	0	0	0	0	1.506	-0.025	0.042	0	-0.01	0	0.003	0	0	0	1.295	0.377	0.305	0.079	0	0	0.005	0	-0.001	0	0	0	0	0	0	0	0.142	-0.001	-0.025	0	0.007	0	-0.003	0	0	0	-2.533	-1.252	0.084	0	-0.021	0	0.006	0	-0.002	0	0	0	-3.042	0.039	0.011	0	0	0	0.001	0	0	0
1.18	2.4	0.795	-0.136	0.391	0.218	0.008	0	0.001	0	0	0	0	0	0	0	1.55	-0.021	0.045	0	-0.012	0	0.003	0	0	0	1.333	0.392	0.299	0.099	0.001	0	0.006	0	-0.001	0	0	0	0	0	0	0	0.151	-0.003	-0.028	0	0.008	0	-0.001	0	0	0	-2.674	-1.787	0.089	0	-0.024	0	0.007	0	-0.002	0	0	0	-3.116	0.027	0.013	0.002	0.001	0	0.001	0	0	0
1.19	2.4	0.811	-0.15	0.362	0.273	0.008	0	0.002	0	0	0	0	0	0	0	1.591	-0.015	0.048	0	-0.014	0	0.003	0	-0.001	0	1.37	0.406	0.285	0.117	0.002	0	0.006	0	-0.001	0	0	0	0	0	0	0	0.16	-0.003	-0.03	0	0.008	0	-0.002	0	0	0	-2.625	-2.421	0.093	0	-0.025	0	0.007	0	-0.003	0	0	0	-3.184	0.008	0.015	0.002	0.001	0	0.001	0	0	0
1.2	2.4	0.828	-0.163	0.307	0.317	0.01	0	0.002	0	0.001	0	0	0	0	0	1.631	-0.005	0.049	0	-0.014	0	0.003	0	-0.001	0	1.407	0.418	0.26	0.127	0.003	0	0.007	0	-0.001	0	0	0	0	0	0	0	0.167	-0.004	-0.033	0	0.01	0	-0.002	0	0	0	-2.303	-3.049	0.096	0	-0.027	0	0.008	0	-0.003	0	0	0	-3.249	-0.016	0.016	0.003	0.001	0	0.001	0	0	0
1.21	2.4	0.842	-0.177	0.232	0.334	0.011	0	0.002	0	0.001	0	0	0	0	0	1.667	0.007	0.051	0.001	-0.016	0	0.003	0	-0.001	0	1.445	0.429	0.229	0.124	0.005	0	0.007	0	-0.001	0	0	0	0	0	0	0	0.174	-0.004	-0.034	0	0.009	0	-0.003	0	0	0	-1.705	-3.508	0.1	0	-0.029	0	0.008	0	-0.002	0	0	0	-3.314	-0.048	0.018	0.003	0.002	0	0.001	0	0	0
1.22	2.4	0.852	-0.19	0.157	0.321	0.013	0	0.002	0	0.001	0	0	0	0	0	1.704	0.024	0.052	0	-0.016	0	0.005	0	-0.001	0	1.484	0.441	0.202	0.107	0.007	0	0.007	0	-0.001	0	0	0	0	0	0	0	0.18	-0.006	-0.036	0	0.01	0	-0.003	0	0	0	-0.957	-3.677	0.103	0	-0.03	0	0.008	0	-0.002	0	0	0	-3.376	-0.089	0.02	0.005	0.002	0	0.001	0	0	0
1.23	2.4	0.86	-0.204	0.094	0.283	0.014	0	0.003	0	0.001	0	0	0	0	0	1.737	0.051	0.054	0.001	-0.017	0	0.005	0	-0.001	0	1.523	0.451	0.184	0.081	0.008	0	0.007	0	-0.001	0	0	0	0	0	0	0	0.184	-0.007	-0.037	0	0.011	0	-0.004	0	0	0	-0.245	-3.556	0.105	0	-0.031	0	0.009	0	-0.003	0	0	0	-3.435	-0.155	0.022	0.006	0.003	0	0.001	0	0	0
1.24	2.4	0.866	-0.22	0.053	0.234	0.014	0	0.003	0	0.001	0	0	0	0	0	1.769	0.079	0.054	0.001	-0.018	0	0.005	0	-0.001	0	1.565	0.462	0.178	0.052	0.01	0	0.007	0	-0.001	0	0	0	0	0	0	0	0.19	-0.008	-0.039	0	0.012	0	-0.004	0	0	0	0.314	-3.25	0.107	0	-0.033	0	0.009	0	-0.003	0	0	0	-3.493	-0.223	0.025	0.006	0.003	0	0.001	0	0	0
1.25	2.4	0.869	-0.233	0.033	0.187	0.016	0	0.004	0	0.001	0	0	0	0	0	1.8	0.114	0.056	0.002	-0.019	0	0.005	0	-0.001	0	1.605	0.471	0.181	0.025	0.012	0	0.008	0	-0.001	0	0	0	0	0	0	0	0.193	-0.01	-0.04	0	0.013	0	-0.004	0	0	0	0.698	-2.871	0.109	0	-0.034	0	0.01	0	-0.003	0	0	0	-3.551	-0.304	0.029	0.008	0.004	0	0.001	0	0	0
1.26	2.4	0.871	-0.247	0.027	0.144	0.017	0	0.004	0	0.001	0	0	0	0	0	1.827	0.157	0.057	0.001	-0.019	0	0.006	0	-0.002	0	1.649	0.481	0.19	0.003	0.013	0	0.008	0	-0.001	0	0.001	0	0	0	0	0	0.195	-0.013	-0.041	0	0.014	0	-0.005	0	0	0	0.93	-2.496	0.11	0	-0.035	0	0.011	0	-0.003	0	0	0	-3.603	-0.402	0.032	0.011	0.005	0	0.001	0	0	0
1.27	2.4	0.87	-0.261	0.028	0.108	0.018	0	0.004	0	0.001	0	0	0	0	0	1.852	0.207	0.058	0.002	-0.021	0	0.006	0	-0.002	0	1.693	0.491	0.201	-0.013	0.015	0	0.008	0	-0.001	0	0.001	0	0	0	0	0	0.197	-0.015	-0.043	0	0.013	0	-0.005	0	0	0	1.056	-2.156	0.113	0	-0.037	0	0.011	0	-0.004	0	0	0	-3.65	-0.515	0.036	0.014	0.005	0	0.001	0	0	0
1.28	2.4	0.867	-0.276	0.035	0.08	0.02	0	0.005	0	0.001	0	0	0	0	0	1.87	0.265	0.058	0.003	-0.022	0	0.006	0	-0.002	0	1.738	0.503	0.213	-0.025	0.018	0	0.008	0	-0.001	0	0.001	0	0	0	0	0	0.199	-0.017	-0.045	0	0.014	0	-0.005	0	0	0	1.113	-1.861	0.113	-0.001	-0.038	0	0.012	0	-0.004	0	0	0	-3.688	-0.648	0.041	0.016	0.006	0	0	0	0	0
1.29	2.4	0.861	-0.289	0.045	0.057	0.022	0	0.004	0	0.001	0	0	0	0	0	1.882	0.334	0.059	0.002	-0.022	0	0.006	0	-0.002	0	1.788	0.515	0.224	-0.034	0.019	0	0.008	0	-0.001	0	0.001	0	0	0	0	0	0.199	-0.021	-0.044	0	0.014	0	-0.006	0	0	0	1.124	-1.61	0.115	-0.001	-0.038	0	0.012	0	-0.004	0	0	0	-3.715	-0.801	0.047	0.019	0.007	0	0	0	0	0
1.3	2.4	0.853	-0.305	0.054	0.038	0.022	0	0.004	0	0.001	0	0	0	0	0	1.885	0.409	0.06	0.002	-0.025	0	0.006	0	-0.002	0	1.837	0.532	0.238	-0.041	0.021	0	0.008	0	-0.001	0	0.001	0	0	0	0	0	0.198	-0.024	-0.046	0	0.015	0	-0.006	0	0	0	1.11	-1.398	0.114	-0.001	-0.039	0	0.012	0	-0.004	0	0	0	-3.719	-0.975	0.052	0.023	0.007	0	0	0	0	0
1.31	2.4	0.843	-0.319	0.065	0.025	0.023	0	0.005	0	0.001	0	0	0	0	0	1.876	0.495	0.059	0.004	-0.025	0	0.006	0	-0.002	0	1.891	0.546	0.248	-0.048	0.022	0	0.009	0	-0.001	0	0.001	0	0	0	0	0	0.197	-0.029	-0.047	0	0.016	0	-0.006	0	0	0	1.077	-1.221	0.115	0	-0.04	0	0.013	0	-0.004	0	0	0	-3.7	-1.167	0.06	0.028	0.009	0.001	0	0	0	0
1.32	2.4	0.828	-0.335	0.075	0.012	0.025	0.001	0.005	0	0.001	0	0	0	0	0	1.849	0.587	0.06	0.004	-0.025	0	0.006	0	-0.002	0	1.946	0.564	0.26	-0.052	0.024	0	0.009	0	0	0	0.001	0	0	0	0	0	0.194	-0.034	-0.048	0	0.016	0	-0.006	0	0	0	1.034	-1.07	0.115	-0.001	-0.041	0	0.013	0	-0.005	0	0	0	-3.646	-1.375	0.068	0.034	0.01	0.001	0	0	0	0
1.33	2.4	0.814	-0.348	0.085	0.002	0.026	0.001	0.005	0	0.001	0	0	0	0	0	1.804	0.683	0.06	0.004	-0.026	0	0.008	0	-0.002	0	2.006	0.582	0.269	-0.055	0.025	0	0.01	0	0	0	0.001	0	0	0	0	0	0.191	-0.041	-0.049	0	0.016	0	-0.005	0	0	0	0.986	-0.94	0.116	0	-0.041	0	0.014	0	-0.005	0	0	0	-3.55	-1.593	0.076	0.04	0.011	0.001	0	0	0	0
1.34	2.4	0.794	-0.363	0.095	-0.006	0.027	0	0.006	0	0.001	0	0	0	0	0	1.735	0.777	0.061	0.005	-0.028	0	0.008	0	-0.002	0	2.07	0.604	0.279	-0.057	0.028	0	0.01	0	0	0	0.001	0	0	0	0	0	0.186	-0.048	-0.049	0	0.017	0	-0.005	0	0	0	0.935	-0.828	0.116	0	-0.042	0	0.012	0	-0.005	0	0	0	-3.404	-1.811	0.087	0.048	0.012	0.001	0	0	0	0
1.35	2.4	0.772	-0.379	0.104	-0.013	0.029	0	0.007	0	0.001	0	0	0	0	0	1.645	0.865	0.061	0.006	-0.029	-0.002	0.008	0	-0.002	0	2.139	0.629	0.288	-0.058	0.03	0	0.01	0	0	0	0.001	0	0	0	0	0	0.18	-0.056	-0.05	0	0.016	0	-0.006	0	0	0	0.884	-0.732	0.115	0	-0.043	0	0.013	0	-0.005	0	0	0	-3.21	-2.011	0.099	0.058	0.013	0.001	0	0	0	0
1.36	2.4	0.747	-0.395	0.112	-0.018	0.031	0	0.007	0	0.002	0	0	0	0	0	1.534	0.936	0.06	0.006	-0.03	-0.002	0.008	0	-0.002	0	2.215	0.658	0.296	-0.059	0.032	0.001	0.01	0	0	0	0.001	0	0	0	0	0	0.172	-0.066	-0.051	-0.002	0.016	0	-0.006	0	0	0	0.833	-0.647	0.116	0	-0.043	0	0.013	0	-0.005	0	0	0	-2.971	-2.181	0.111	0.069	0.016	0.001	0	0	0	0
1.37	2.4	0.717	-0.411	0.12	-0.023	0.032	0.001	0.008	0	0.002	0	0	0	0	0	1.408	0.986	0.06	0.007	-0.033	-0.002	0.008	0	-0.002	0	2.296	0.692	0.304	-0.06	0.033	0.001	0.011	0	0	0	0.001	0	0	0	0	0	0.162	-0.078	-0.053	-0.002	0.017	0	-0.006	0	0	0	0.781	-0.572	0.116	0	-0.044	0	0.013	0	-0.006	0	0	0	-2.698	-2.303	0.127	0.083	0.016	0.002	0	0	0	0
1.38	2.4	0.685	-0.429	0.127	-0.027	0.032	0.001	0.008	0	0.002	0	0	0	0	0	1.28	1.008	0.059	0.008	-0.033	-0.002	0.008	0	-0.002	0	2.385	0.731	0.313	-0.061	0.034	0.001	0.011	0	0	0	0.001	0	0	0	0	0	0.152	-0.092	-0.053	-0.002	0.017	0	-0.006	0	0	0	0.732	-0.506	0.115	0	-0.045	-0.001	0.013	0	-0.006	0	0	0	-2.415	-2.369	0.142	0.1	0.017	0.002	0	0	0	0
1.39	2.4	0.647	-0.448	0.134	-0.03	0.033	0.001	0.009	0	0.002	0	0	0	0	0	1.154	1.009	0.058	0.007	-0.034	-0.002	0.008	0	-0.002	0	2.485	0.779	0.319	-0.062	0.036	0.001	0.013	0	0	0	0.001	0	0	0	0	0	0.138	-0.111	-0.054	-0.002	0.018	0	-0.006	0	0	0	0.684	-0.448	0.115	0	-0.046	-0.001	0.013	0	-0.006	0	0	0	-2.141	-2.381	0.161	0.121	0.02	0.002	0	0	0	0
1.4	2.4	0.603	-0.471	0.14	-0.031	0.035	0	0.009	0	0.002	0	0	0	0	0	1.04	0.987	0.058	0.008	-0.036	-0.002	0.008	0	-0.002	0	2.594	0.836	0.328	-0.062	0.039	0.001	0.013	0	0	0	0.001	0	0	0	0	0	0.123	-0.132	-0.056	-0.002	0.018	0	-0.006	0	0	0	0.636	-0.397	0.115	-0.001	-0.046	-0.001	0.014	0	-0.006	0	0	0	-1.887	-2.345	0.181	0.148	0.022	0.002	0	0	0	0
1.41	2.4	0.553	-0.495	0.146	-0.033	0.036	0	0.01	0	0.001	0	0	0	0	0	0.941	0.951	0.058	0.009	-0.037	-0.003	0.008	0	-0.002	0	2.717	0.906	0.334	-0.061	0.04	0.001	0.014	0	0.001	0	0.001	0	0	0	0	0	0.107	-0.159	-0.056	-0.002	0.018	0	-0.006	0	0	0	0.59	-0.35	0.115	0	-0.047	-0.001	0.014	0	-0.006	0	0	0	-1.665	-2.274	0.203	0.18	0.023	0.003	0	0	0	0
1.42	2.4	0.497	-0.524	0.15	-0.035	0.038	0	0.01	0	0.001	0	0	0	0	0	0.857	0.905	0.056	0.01	-0.04	-0.003	0.008	0	-0.003	0	2.855	0.99	0.341	-0.06	0.041	0.001	0.014	0	0.001	0	0.001	0	0	0	0	0	0.092	-0.194	-0.058	-0.002	0.018	0	-0.006	0	0	0	0.547	-0.308	0.113	0	-0.047	-0.001	0.014	0	-0.006	0	0	0	-1.477	-2.179	0.225	0.219	0.026	0.003	0	0	0	0
1.43	2.4	0.429	-0.559	0.155	-0.038	0.039	0	0.011	0	0.001	0	0	0	0	0	0.787	0.853	0.055	0.01	-0.041	-0.005	0.008	0	-0.003	0	3.014	1.096	0.347	-0.058	0.043	0.003	0.015	0	0.001	0	0.001	0	0	0	0	0	0.075	-0.236	-0.058	-0.002	0.019	0	-0.006	0	0	0	0.504	-0.271	0.113	0	-0.048	-0.001	0.014	0	-0.006	0	0	0	-1.321	-2.07	0.248	0.269	0.028	0.005	0	0	0	0
1.44	2.4	0.352	-0.603	0.159	-0.039	0.041	0	0.012	0	0.001	0	0	0	0	0	0.731	0.8	0.052	0.011	-0.043	-0.005	0.008	0	-0.003	0	3.194	1.231	0.354	-0.057	0.044	0.003	0.015	0	0.001	0	0.001	0	0	0	0	0	0.059	-0.289	-0.06	-0.004	0.019	0	-0.006	0	0	0	0.463	-0.237	0.113	0	-0.048	-0.001	0.014	0	-0.006	0	0	0	-1.194	-1.954	0.268	0.332	0.031	0.006	0	0	0	0
1.45	2.4	0.261	-0.659	0.164	-0.039	0.042	0.001	0.01	0	0.002	0	0.001	0	0	0	0.684	0.749	0.051	0.011	-0.045	-0.005	0.008	0	-0.003	0	3.404	1.405	0.36	-0.055	0.045	0.003	0.015	0	0.001	0	0.001	0	0	0	0	0	0.049	-0.354	-0.061	-0.004	0.019	0	-0.006	0	0	0	0.423	-0.207	0.111	0	-0.049	-0.001	0.014	0	-0.006	0	0	0	-1.091	-1.838	0.282	0.41	0.033	0.007	0	0	0	0
1.46	2.4	0.152	-0.734	0.167	-0.039	0.043	0.001	0.011	0	0.002	0	0.001	0	0	0	0.647	0.698	0.049	0.01	-0.048	-0.007	0.008	0	-0.003	0	3.644	1.639	0.366	-0.053	0.047	0.003	0.016	0	0.001	0	0.001	0	0	0	0	0	0.05	-0.434	-0.063	-0.004	0.019	0	-0.006	0	0	0	0.385	-0.18	0.11	0.001	-0.049	-0.001	0.014	0	-0.006	0	0	0	-1.008	-1.727	0.284	0.507	0.037	0.007	0	0	0	0
1.47	2.4	0.023	-0.838	0.171	-0.039	0.045	0.001	0.012	0	0.002	0	0.001	0	0	0	0.616	0.652	0.046	0.01	-0.05	-0.008	0.008	0	-0.003	0	3.92	1.96	0.373	-0.049	0.049	0.003	0.016	0	0.001	0	0.001	0	0	0	0	0	0.07	-0.529	-0.065	-0.005	0.02	0	-0.007	0	0	0	0.347	-0.157	0.109	0	-0.049	-0.002	0.015	0	-0.006	0	0	0	-0.94	-1.62	0.265	0.623	0.04	0.008	0	0	0	0
1.48	2.4	-0.133	-0.988	0.173	-0.04	0.045	0.002	0.013	0	0.003	0	0.001	0	0	0	0.589	0.607	0.041	0.009	-0.052	-0.008	0.008	0	-0.003	0	4.222	2.418	0.379	-0.047	0.05	0.004	0.016	0	0.002	0	0.001	0	0	0	0	0	0.117	-0.635	-0.066	-0.006	0.02	0	-0.007	0	0	0	0.313	-0.135	0.109	0	-0.049	-0.002	0.015	0	-0.006	0	0	0	-0.885	-1.519	0.21	0.75	0.044	0.009	0.002	0	0	0
1.49	2.4	-0.157	-1.291	0.175	-0.04	0.046	0.001	0.013	0	0.003	0	0.001	0	0	0	0.568	0.566	0.038	0.007	-0.055	-0.01	0.008	0	-0.003	0	4.052	3.205	0.384	-0.043	0.051	0.004	0.016	0	0.002	0	0.001	0	0	0	0	0	0.205	-0.74	-0.068	-0.007	0.02	0	-0.007	0	0	0	0.279	-0.116	0.109	0.001	-0.049	-0.002	0.015	0	-0.006	0	0	0	-0.839	-1.424	0.109	0.878	0.048	0.012	0.002	0	0	0
1.5	2.4	0.006	-1.63	0.177	-0.04	0.047	0.002	0.014	0	0.003	0	0.001	0	0	0	0.548	0.528	0.036	0.003	-0.058	-0.012	0.008	0	-0.003	0	3.515	3.928	0.389	-0.039	0.052	0.004	0.017	0	0.002	0	0.001	0	0	0	0	0	0.332	-0.82	-0.071	-0.008	0.02	0	-0.007	0	0	0	0.248	-0.101	0.107	0.002	-0.05	-0.002	0.015	0	-0.006	0	0	0	-0.799	-1.336	-0.043	0.98	0.053	0.014	0.002	0	0	0
1.51	2.4	0.249	-1.912	0.179	-0.039	0.048	0.002	0.015	0	0.003	0	0.001	0	0	0	0.531	0.493	0.034	-0.003	-0.062	-0.013	0.008	0	-0.003	0	2.847	4.508	0.394	-0.035	0.053	0.004	0.017	0	0.002	0	0.001	0	0	0	0	0	0.489	-0.86	-0.073	-0.01	0.019	0	-0.007	0	0	0	0.218	-0.086	0.106	0.001	-0.05	-0.002	0.014	0	-0.006	0	0	0	-0.766	-1.254	-0.232	1.028	0.058	0.016	0.002	0	0	0
1.52	2.4	0.59	-2.093	0.179	-0.039	0.049	0.003	0.015	0	0.004	0	0.001	0	0	0	0.517	0.462	0.035	-0.008	-0.065	-0.016	0.008	0	-0.003	0	2.003	4.836	0.397	-0.029	0.054	0.005	0.018	0	0.003	0	0.001	0	0	0	0	0	0.651	-0.842	-0.075	-0.012	0.019	0	-0.007	0	0	0	0.19	-0.074	0.105	0.002	-0.05	-0.002	0.014	0	-0.007	0	0	0	-0.738	-1.18	-0.427	1.009	0.062	0.019	0.002	0	0	0
1.53	2.4	0.968	-2.12	0.179	-0.039	0.05	0.003	0.016	0	0.004	0	0.001	0	0	0	0.504	0.431	0.037	-0.012	-0.071	-0.018	0.008	0	-0.003	0	1.125	4.825	0.399	-0.024	0.055	0.005	0.018	0	0.003	0	0.001	0	0	0	0	0	0.792	-0.776	-0.079	-0.014	0.019	0	-0.007	0	0	0	0.161	-0.065	0.104	0.003	-0.051	-0.003	0.014	0	-0.007	0	0	0	-0.713	-1.107	-0.593	0.932	0.067	0.023	0.002	0	0	0
1.54	2.4	1.301	-2.004	0.178	-0.04	0.051	0.002	0.016	0	0.004	0	0.001	0	0	0	0.49	0.404	0.041	-0.016	-0.074	-0.022	0.008	0	-0.003	0	0.394	4.517	0.403	-0.018	0.055	0.006	0.018	0	0.003	0	0.001	0	0	0	0	0	0.895	-0.682	-0.083	-0.016	0.02	0	-0.007	0	0	0	0.136	-0.057	0.102	0.002	-0.051	-0.003	0.014	0	-0.007	0	0	0	-0.691	-1.043	-0.714	0.823	0.074	0.028	0.002	0	0	0
1.55	2.4	1.537	-1.795	0.177	-0.04	0.052	0.003	0.017	0	0.004	0	0.001	0	0	0	0.479	0.378	0.045	-0.017	-0.079	-0.026	0.008	0	-0.003	0	-0.091	4.05	0.405	-0.012	0.056	0.006	0.02	0	0.003	0	0.002	0	0	0	0	0	0.959	-0.578	-0.087	-0.02	0.02	0	-0.007	0	0	0	0.112	-0.05	0.101	0.004	-0.051	-0.003	0.014	0	-0.007	0	0	0	-0.671	-0.981	-0.789	0.703	0.08	0.033	0.002	0	0	0
1.56	2.4	1.668	-1.551	0.175	-0.041	0.053	0.004	0.018	0	0.004	0	0.002	0	0	0	0.469	0.352	0.048	-0.016	-0.084	-0.032	0.008	0	-0.003	0	-0.337	3.567	0.407	-0.007	0.057	0.008	0.021	0	0.004	0	0.002	0	0	0	0	0	0.993	-0.477	-0.091	-0.025	0.02	0	-0.007	0	0	0	0.091	-0.045	0.1	0.003	-0.051	-0.003	0.015	0	-0.007	0	0	0	-0.653	-0.923	-0.829	0.592	0.088	0.039	0.002	0	0	0
1.57	2.4	1.709	-1.316	0.173	-0.042	0.053	0.004	0.018	0	0.005	0	0.002	0	0	0	0.459	0.33	0.051	-0.015	-0.09	-0.038	0.008	0	-0.004	0	-0.405	3.15	0.408	0	0.057	0.008	0.021	0	0.005	0	0.002	0	0	0	0	0	1.004	-0.388	-0.096	-0.031	0.02	0	-0.007	0	0	0	0.069	-0.041	0.098	0.005	-0.052	-0.004	0.015	0	-0.007	0	0	0	-0.637	-0.868	-0.844	0.493	0.096	0.048	0.002	0	0	0
1.58	2.4	1.685	-1.11	0.172	-0.046	0.055	0.005	0.019	0	0.005	0	0.002	0	0	0	0.451	0.308	0.052	-0.015	-0.094	-0.046	0.008	0	-0.004	0	-0.361	2.83	0.409	0.008	0.057	0.009	0.021	0	0.005	0	0.002	0	0	0	0	0	0.999	-0.31	-0.102	-0.038	0.02	0	-0.007	0	0	0	0.05	-0.039	0.097	0.005	-0.052	-0.004	0.015	0	-0.007	0	0	0	-0.623	-0.816	-0.845	0.41	0.103	0.06	0.002	0	0	0
1.59	2.4	1.616	-0.946	0.169	-0.048	0.055	0.006	0.02	0	0.005	0	0.002	0	0	0	0.443	0.287	0.054	-0.015	-0.1	-0.057	0.008	0	-0.004	0	-0.253	2.613	0.411	0.015	0.057	0.009	0.022	0	0.005	0	0.002	0	0	0	0	0	0.986	-0.247	-0.107	-0.047	0.02	0	-0.007	0	0	0	0.032	-0.037	0.095	0.006	-0.052	-0.004	0.014	0	-0.007	0	0	0	-0.61	-0.768	-0.834	0.34	0.11	0.073	0.002	0	0	0
1.6	2.4	1.519	-0.829	0.165	-0.053	0.055	0.006	0.02	0	0.006	0	0.002	0	0	0	0.436	0.267	0.055	-0.012	-0.104	-0.069	0.008	0	-0.004	0	-0.118	2.49	0.411	0.023	0.057	0.009	0.022	0	0.006	0	0.002	0	0	0	0	0	0.966	-0.192	-0.111	-0.058	0.02	0	-0.007	0	0	0	0.014	-0.037	0.093	0.007	-0.052	-0.005	0.014	0	-0.007	0	0	0	-0.598	-0.721	-0.821	0.284	0.116	0.09	0.002	0	0	0
1.61	2.4	1.413	-0.755	0.162	-0.058	0.054	0.007	0.02	0.001	0.006	0	0.002	0	0	0	0.43	0.248	0.054	-0.01	-0.107	-0.085	0.008	0	-0.004	0	0.022	2.456	0.411	0.031	0.057	0.01	0.023	0.001	0.006	0	0.002	0	0	0	0	0	0.943	-0.148	-0.114	-0.072	0.02	0	-0.007	0	0	0	-0.002	-0.039	0.09	0.007	-0.052	-0.005	0.014	0	-0.007	0	0	0	-0.587	-0.678	-0.804	0.236	0.122	0.111	0.003	0	0	0
