W,Q2,Sigma_t,Sigma_l
1.14,3.95,1.84149,0.108724
1.15,3.95,2.2353,0.13089
1.16,3.95,2.73761,0.154069
1.17,3.95,3.36481,0.180756
1.18,3.95,4.09377,0.20827
1.19,3.95,4.83215,0.232141
1.2,3.95,5.42168,0.247168
1.21,3.95,5.65793,0.249677
1.22,3.95,5.48972,0.243347
1.23,3.95,5.03811,0.230876
1.24,3.95,4.49153,0.218632
1.25,3.95,3.98143,0.20837
1.26,3.95,3.5558,0.201331
1.27,3.95,3.2216,0.197242
1.28,3.95,2.96265,0.195957
1.29,3.95,2.77075,0.197103
1.3,3.95,2.62483,0.199088
1.31,3.95,2.51159,0.204196
1.32,3.95,2.41631,0.205141
1.33,3.95,2.33567,0.208633
1.34,3.95,2.26507,0.21058
1.35,3.95,2.1846,0.212788
1.36,3.95,2.08992,0.214111
1.37,3.95,1.98331,0.215022
1.38,3.95,1.87275,0.217123
1.39,3.95,1.76421,0.218569
1.4,3.95,1.66395,0.22188
1.41,3.95,1.57909,0.226764
1.42,3.95,1.51394,0.231499
1.43,3.95,1.47066,0.241363
1.44,3.95,1.4632,0.251574
1.45,3.95,1.48464,0.262428
1.46,3.95,1.55374,0.279807
1.47,3.95,1.67994,0.301657
1.48,3.95,1.88515,0.329742
1.49,3.95,1.97712,0.331966
1.5,3.95,1.95224,0.298903
1.51,3.95,1.92323,0.260212
1.52,3.95,1.79861,0.209794
1.53,3.95,1.58804,0.158844
1.54,3.95,1.33244,0.11283
1.55,3.95,1.0846,0.0811345
1.56,3.95,0.880481,0.0593652
1.57,3.95,0.729937,0.0456371
1.58,3.95,0.629314,0.0363472
1.59,3.95,0.567694,0.0280952
1.6,3.95,0.535848,0.0218491
1.61,3.95,0.537462,0.018558
1.62,3.95,0.563301,0.0177509
1.63,3.95,0.617253,0.0206068
1.64,3.95,0.698522,0.0227299
1.65,3.95,0.806952,0.0275024
1.66,3.95,0.93619,0.0308783
1.67,3.95,1.06778,0.031877
1.68,3.95,1.18402,0.028652
1.69,3.95,1.25071,0.0242773
1.7,3.95,1.24823,0.0214986
1.71,3.95,1.17985,0.020002
1.72,3.95,1.07178,0.0203682
1.73,3.95,0.957197,0.0214649
1.74,3.95,0.842833,0.0225007
1.75,3.95,0.743972,0.0242418
1.76,3.95,0.656889,0.0257439
1.77,3.95,0.585169,0.026524
1.78,3.95,0.527689,0.0273125
1.79,3.95,0.476366,0.028053
1.8,3.95,0.431946,0.0287287
1.81,3.95,0.395136,0.0297806
1.82,3.95,0.363672,0.0299972
1.83,3.95,0.340593,0.0291121
1.84,3.95,0.319637,0.0298367
1.85,3.95,0.299855,0.0287686
1.86,3.95,0.294684,0.0285863
1.87,3.95,0.288077,0.0278517
1.88,3.95,0.286447,0.027398
1.89,3.95,0.289192,0.0266768
1.9,3.95,0.300217,0.026052
1.91,3.95,0.315596,0.0244908
1.92,3.95,0.337217,0.0246467
1.93,3.95,0.357518,0.0242974
1.94,3.95,0.382173,0.0242213
1.95,3.95,0.404918,0.02311
1.96,3.95,0.427349,0.023052
1.97,3.95,0.447358,0.0234015
1.98,3.95,0.460387,0.0231412
1.99,3.95,0.469485,0.0240752
2,3.95,0.475355,0.0241601
1.08,4,0.319763,0.0119333
1.09,4,0.557093,0.0255264
1.1,4,0.767328,0.0392892
1.11,4,0.977802,0.054207
1.12,4,1.20318,0.0694785
1.13,4,1.46508,0.0862404
1.14,4,1.77292,0.10383
1.15,4,2.14773,0.124653
1.16,4,2.62739,0.146965
1.17,4,3.22865,0.172842
1.18,4,3.91951,0.197908
1.19,4,4.62839,0.222424
1.2,4,5.18735,0.236106
1.21,4,5.41414,0.239576
1.22,4,5.25346,0.23133
1.23,4,4.81883,0.220347
1.24,4,4.30067,0.208446
1.25,4,3.81231,0.198483
1.26,4,3.40509,0.19232
1.27,4,3.08522,0.187923
1.28,4,2.83773,0.187686
1.29,4,2.65863,0.187977
1.3,4,2.51757,0.188769
1.31,4,2.40951,0.194359
1.32,4,2.31808,0.195542
1.33,4,2.24193,0.198917
1.34,4,2.1692,0.201017
1.35,4,2.09306,0.20329
1.36,4,2.0042,0.205149
1.37,4,1.9024,0.206992
1.38,4,1.79628,0.20874
1.39,4,1.69267,0.208957
1.4,4,1.59534,0.21191
1.41,4,1.51399,0.215544
1.42,4,1.45046,0.221202
1.43,4,1.41313,0.229558
1.44,4,1.40147,0.238143
1.45,4,1.42477,0.252076
1.46,4,1.48927,0.267577
1.47,4,1.61044,0.288689
1.48,4,1.80079,0.315042
1.49,4,1.89195,0.316961
1.5,4,1.86953,0.286294
1.51,4,1.83477,0.24846
1.52,4,1.71589,0.201258
1.53,4,1.51528,0.150429
1.54,4,1.26886,0.108593
1.55,4,1.03436,0.0778796
1.56,4,0.838752,0.0571525
1.57,4,0.696639,0.043652
1.58,4,0.598221,0.035031
1.59,4,0.539294,0.0270477
1.6,4,0.512912,0.0214517
1.61,4,0.51113,0.018334
1.62,4,0.536763,0.018471
1.63,4,0.58767,0.0200236
1.64,4,0.667941,0.0229734
1.65,4,0.772777,0.0260104
1.66,4,0.89821,0.0289832
1.67,4,1.02391,0.0297501
1.68,4,1.13368,0.027265
1.69,4,1.19667,0.0240153
1.7,4,1.19379,0.0206507
1.71,4,1.12948,0.0192392
1.72,4,1.02558,0.0185299
1.73,4,0.915693,0.0193009
1.74,4,0.807099,0.0212416
1.75,4,0.708595,0.0232616
1.76,4,0.629107,0.023912
1.77,4,0.56032,0.0259026
1.78,4,0.50353,0.0260416
1.79,4,0.455299,0.0273649
1.8,4,0.411161,0.027871
1.81,4,0.380131,0.0283448
1.82,4,0.35235,0.0273845
1.83,4,0.324438,0.0269647
1.84,4,0.307579,0.0275145
1.85,4,0.289346,0.0274483
1.86,4,0.277781,0.0271079
1.87,4,0.276259,0.026738
1.88,4,0.27429,0.0266525
1.89,4,0.277722,0.0258459
1.9,4,0.287582,0.0251645
1.91,4,0.299763,0.0244449
1.92,4,0.318688,0.0233522
1.93,4,0.340444,0.023559
1.94,4,0.363192,0.0225307
1.95,4,0.388952,0.0220237
1.96,4,0.41109,0.0221666
1.97,4,0.426373,0.0225945
1.98,4,0.441643,0.0226798
1.99,4,0.450385,0.0228864
2,4,0.457782,0.0234452
1.08,4.05,0.309545,0.0111736
1.09,4.05,0.537925,0.0241321
1.1,4.05,0.741598,0.0374501
1.11,4.05,0.942721,0.0516386
1.12,4.05,1.15861,0.0662698
1.13,4.05,1.40722,0.0815041
1.14,4.05,1.7085,0.0993087
1.15,4.05,2.06668,0.118883
1.16,4.05,2.51981,0.140721
1.17,4.05,3.09657,0.164502
1.18,4.05,3.75569,0.189497
1.19,4.05,4.42978,0.21175
1.2,4.05,4.96531,0.225729
1.21,4.05,5.18289,0.227136
1.22,4.05,5.03294,0.221633
1.23,4.05,4.61513,0.209167
1.24,4.05,4.11463,0.1988
1.25,4.05,3.65252,0.189083
1.26,4.05,3.26011,0.182595
1.27,4.05,2.95402,0.179158
1.28,4.05,2.72121,0.179224
1.29,4.05,2.55075,0.179208
1.3,4.05,2.4124,0.181024
1.31,4.05,2.31109,0.183112
1.32,4.05,2.22671,0.187377
1.33,4.05,2.1504,0.189211
1.34,4.05,2.07528,0.192084
1.35,4.05,2.00974,0.19361
1.36,4.05,1.92375,0.196235
1.37,4.05,1.82461,0.197409
1.38,4.05,1.72342,0.199414
1.39,4.05,1.62529,0.200918
1.4,4.05,1.53116,0.204329
1.41,4.05,1.45144,0.207515
1.42,4.05,1.38986,0.21352
1.43,4.05,1.355,0.219332
1.44,4.05,1.34514,0.228125
1.45,4.05,1.3684,0.239542
1.46,4.05,1.42971,0.254349
1.47,4.05,1.54526,0.275144
1.48,4.05,1.72895,0.3014
1.49,4.05,1.80721,0.303161
1.5,4.05,1.79161,0.27349
1.51,4.05,1.75248,0.238192
1.52,4.05,1.63924,0.192008
1.53,4.05,1.44401,0.145119
1.54,4.05,1.20877,0.103927
1.55,4.05,0.983596,0.0749651
1.56,4.05,0.799542,0.055516
1.57,4.05,0.66372,0.0430819
1.58,4.05,0.571811,0.0329187
1.59,4.05,0.514272,0.0258729
1.6,4.05,0.486285,0.0204493
1.61,4.05,0.488291,0.017973
1.62,4.05,0.513766,0.0174143
1.63,4.05,0.561474,0.0191069
1.64,4.05,0.63989,0.0213807
1.65,4.05,0.739896,0.0252868
1.66,4.05,0.858677,0.0278903
1.67,4.05,0.979855,0.0286673
1.68,4.05,1.08331,0.0261961
1.69,4.05,1.14536,0.0224035
1.7,4.05,1.14291,0.0199972
1.71,4.05,1.08207,0.0175002
1.72,4.05,0.982434,0.0184628
1.73,4.05,0.873126,0.0187172
1.74,4.05,0.771648,0.0195551
1.75,4.05,0.678898,0.0219648
1.76,4.05,0.601144,0.0225222
1.77,4.05,0.536514,0.0238572
1.78,4.05,0.483322,0.0258522
1.79,4.05,0.434281,0.0264247
1.8,4.05,0.396183,0.0256848
1.81,4.05,0.361069,0.0260131
1.82,4.05,0.332473,0.0267025
1.83,4.05,0.312374,0.0262551
1.84,4.05,0.291575,0.0269176
1.85,4.05,0.278041,0.0264241
1.86,4.05,0.265577,0.0254374
1.87,4.05,0.259561,0.0255995
1.88,4.05,0.26159,0.025826
1.89,4.05,0.266548,0.0253592
1.9,4.05,0.273822,0.0238784
1.91,4.05,0.287297,0.0228485
1.92,4.05,0.304085,0.0220662
1.93,4.05,0.325158,0.0216183
1.94,4.05,0.34925,0.0217201
1.95,4.05,0.369533,0.020658
1.96,4.05,0.388822,0.0207216
1.97,4.05,0.41092,0.0206623
1.98,4.05,0.421746,0.0218971
1.99,4.05,0.431077,0.0221197
2,4.05,0.435855,0.0225317
1.08,4.1,0.300027,0.010573
1.09,4.1,0.520917,0.0228553
1.1,4.1,0.717229,0.0352971
1.11,4.1,0.910637,0.0487228
1.12,4.1,1.1174,0.0631496
1.13,4.1,1.35601,0.077925
1.14,4.1,1.64291,0.0945572
1.15,4.1,1.98693,0.112675
1.16,4.1,2.42228,0.134712
1.17,4.1,2.96724,0.156897
1.18,4.1,3.60033,0.180965
1.19,4.1,4.24014,0.202082
1.2,4.1,4.75224,0.215696
1.21,4.1,4.96271,0.216197
1.22,4.1,4.81818,0.21108
1.23,4.1,4.41765,0.200298
1.24,4.1,3.94481,0.190541
1.25,4.1,3.50032,0.180093
1.26,4.1,3.12511,0.174883
1.27,4.1,2.8307,0.172336
1.28,4.1,2.60864,0.170653
1.29,4.1,2.44012,0.17154
1.3,4.1,2.31331,0.172227
1.31,4.1,2.21711,0.174001
1.32,4.1,2.13649,0.178217
1.33,4.1,2.05995,0.181318
1.34,4.1,1.99135,0.183591
1.35,4.1,1.91827,0.185647
1.36,4.1,1.84305,0.186751
1.37,4.1,1.74974,0.189005
1.38,4.1,1.65208,0.190444
1.39,4.1,1.55381,0.192707
1.4,4.1,1.46762,0.194981
1.41,4.1,1.39624,0.19829
1.42,4.1,1.33502,0.203625
1.43,4.1,1.29869,0.211534
1.44,4.1,1.2908,0.21983
1.45,4.1,1.31219,0.230597
1.46,4.1,1.37122,0.245389
1.47,4.1,1.48137,0.262493
1.48,4.1,1.65807,0.287273
1.49,4.1,1.73192,0.291089
1.5,4.1,1.71036,0.262312
1.51,4.1,1.67363,0.228015
1.52,4.1,1.56324,0.184245
1.53,4.1,1.37726,0.139596
1.54,4.1,1.15233,0.099386
1.55,4.1,0.936683,0.072114
1.56,4.1,0.76125,0.0534103
1.57,4.1,0.631008,0.0413738
1.58,4.1,0.543046,0.032319
1.59,4.1,0.489836,0.0253231
1.6,4.1,0.463776,0.0201406
1.61,4.1,0.465263,0.0169263
1.62,4.1,0.490684,0.0167865
1.63,4.1,0.537756,0.0183559
1.64,4.1,0.612915,0.0212481
1.65,4.1,0.708775,0.024853
1.66,4.1,0.822809,0.027642
1.67,4.1,0.937101,0.0274349
1.68,4.1,1.03949,0.0252958
1.69,4.1,1.09543,0.0217793
1.7,4.1,1.09422,0.0185319
1.71,4.1,1.03549,0.0172337
1.72,4.1,0.938473,0.017028
1.73,4.1,0.835017,0.0180511
1.74,4.1,0.734773,0.01883
1.75,4.1,0.64924,0.0206483
1.76,4.1,0.575906,0.021757
1.77,4.1,0.511798,0.0231122
1.78,4.1,0.460599,0.0234539
1.79,4.1,0.417226,0.0247622
1.8,4.1,0.378692,0.0251114
1.81,4.1,0.348113,0.0250805
1.82,4.1,0.317286,0.025007
1.83,4.1,0.296668,0.0254083
1.84,4.1,0.278727,0.0257537
1.85,4.1,0.26452,0.0255001
1.86,4.1,0.255803,0.0250732
1.87,4.1,0.249287,0.0245171
1.88,4.1,0.246493,0.0246476
1.89,4.1,0.252368,0.0240476
1.9,4.1,0.259942,0.0229875
1.91,4.1,0.273943,0.0220476
1.92,4.1,0.292568,0.0215205
1.93,4.1,0.310434,0.0208368
1.94,4.1,0.334066,0.020675
1.95,4.1,0.353893,0.0200701
1.96,4.1,0.372085,0.0201107
1.97,4.1,0.389175,0.0202526
1.98,4.1,0.403717,0.0202146
1.99,4.1,0.41116,0.0208962
2,4.1,0.417741,0.0213654
1.08,4.15,0.29046,0.00990902
1.09,4.15,0.50448,0.0217006
1.1,4.15,0.692696,0.0334995
1.11,4.15,0.8791,0.046449
1.12,4.15,1.07714,0.0599389
1.13,4.15,1.30914,0.0744503
1.14,4.15,1.57892,0.0903022
1.15,4.15,1.9145,0.107362
1.16,4.15,2.32568,0.127559
1.17,4.15,2.84161,0.150167
1.18,4.15,3.4528,0.17283
1.19,4.15,4.07843,0.19302
1.2,4.15,4.55313,0.206142
1.21,4.15,4.74429,0.206983
1.22,4.15,4.61197,0.200761
1.23,4.15,4.23575,0.190868
1.24,4.15,3.77719,0.182102
1.25,4.15,3.34955,0.171585
1.26,4.15,2.99672,0.167288
1.27,4.15,2.71479,0.163792
1.28,4.15,2.50025,0.162412
1.29,4.15,2.34147,0.163449
1.3,4.15,2.21971,0.164572
1.31,4.15,2.12356,0.167239
1.32,4.15,2.04589,0.169601
1.33,4.15,1.97906,0.172363
1.34,4.15,1.90913,0.175249
1.35,4.15,1.83443,0.177048
1.36,4.15,1.76571,0.178473
1.37,4.15,1.67709,0.18001
1.38,4.15,1.58519,0.182968
1.39,4.15,1.49185,0.183738
1.4,4.15,1.40489,0.187131
1.41,4.15,1.33514,0.190767
1.42,4.15,1.28104,0.194232
1.43,4.15,1.24714,0.202645
1.44,4.15,1.23612,0.210381
1.45,4.15,1.25967,0.221212
1.46,4.15,1.31659,0.234521
1.47,4.15,1.42078,0.251786
1.48,4.15,1.58753,0.276051
1.49,4.15,1.65736,0.276599
1.5,4.15,1.63718,0.249884
1.51,4.15,1.60108,0.216552
1.52,4.15,1.49403,0.175303
1.53,4.15,1.31453,0.131263
1.54,4.15,1.09722,0.0948958
1.55,4.15,0.89149,0.0684555
1.56,4.15,0.725785,0.0509034
1.57,4.15,0.60027,0.0393951
1.58,4.15,0.518034,0.0313178
1.59,4.15,0.467045,0.0242527
1.6,4.15,0.4448,0.0197953
1.61,4.15,0.44623,0.0162582
1.62,4.15,0.469572,0.0166565
1.63,4.15,0.515148,0.0176298
1.64,4.15,0.586532,0.0207786
1.65,4.15,0.680272,0.0236794
1.66,4.15,0.789653,0.0268043
1.67,4.15,0.89981,0.0260914
1.68,4.15,0.996533,0.0239238
1.69,4.15,1.05027,0.0205046
1.7,4.15,1.04838,0.0171656
1.71,4.15,0.990694,0.0163974
1.72,4.15,0.899273,0.0164811
1.73,4.15,0.797976,0.0170814
1.74,4.15,0.704775,0.018478
1.75,4.15,0.623281,0.0197551
1.76,4.15,0.549866,0.0204299
1.77,4.15,0.490694,0.0215353
1.78,4.15,0.440426,0.0228504
1.79,4.15,0.396054,0.0231689
1.8,4.15,0.360135,0.0238415
1.81,4.15,0.329439,0.0239547
1.82,4.15,0.305337,0.0251442
1.83,4.15,0.283227,0.0244546
1.84,4.15,0.265981,0.0248864
1.85,4.15,0.254263,0.024975
1.86,4.15,0.244037,0.024223
1.87,4.15,0.240376,0.0238291
1.88,4.15,0.238098,0.0240622
1.89,4.15,0.239516,0.0231756
1.9,4.15,0.249884,0.0224735
1.91,4.15,0.262682,0.0214762
1.92,4.15,0.278795,0.0205651
1.93,4.15,0.297583,0.0202751
1.94,4.15,0.318538,0.0202812
1.95,4.15,0.339844,0.019757
1.96,4.15,0.358119,0.0194547
1.97,4.15,0.370778,0.019689
1.98,4.15,0.385381,0.0197365
1.99,4.15,0.392627,0.0202702
2,4.15,0.397064,0.0208865
1.08,4.2,0.281548,0.00947049
1.09,4.2,0.487978,0.0205203
1.1,4.2,0.668337,0.0319545
1.11,4.2,0.850455,0.0441449
1.12,4.2,1.03998,0.0567093
1.13,4.2,1.26264,0.0709547
1.14,4.2,1.52226,0.0858834
1.15,4.2,1.8388,0.102478
1.16,4.2,2.23515,0.122373
1.17,4.2,2.72674,0.143187
1.18,4.2,3.31339,0.165048
1.19,4.2,3.90497,0.183598
1.2,4.2,4.35989,0.196904
1.21,4.2,4.55019,0.198257
1.22,4.2,4.4176,0.191924
1.23,4.2,4.0562,0.181791
1.24,4.2,3.61968,0.172984
1.25,4.2,3.21016,0.164428
1.26,4.2,2.87109,0.159628
1.27,4.2,2.60078,0.156809
1.28,4.2,2.39208,0.155869
1.29,4.2,2.24172,0.156315
1.3,4.2,2.12416,0.158255
1.31,4.2,2.03657,0.159896
1.32,4.2,1.96284,0.162784
1.33,4.2,1.89719,0.164396
1.34,4.2,1.82884,0.16674
1.35,4.2,1.76162,0.169795
1.36,4.2,1.68984,0.171194
1.37,4.2,1.60497,0.171894
1.38,4.2,1.51889,0.174475
1.39,4.2,1.42915,0.175958
1.4,4.2,1.34685,0.178837
1.41,4.2,1.27947,0.181984
1.42,4.2,1.22529,0.186612
1.43,4.2,1.19467,0.193028
1.44,4.2,1.18575,0.201669
1.45,4.2,1.20501,0.21174
1.46,4.2,1.26273,0.224829
1.47,4.2,1.36109,0.240928
1.48,4.2,1.52145,0.262977
1.49,4.2,1.5891,0.265272
1.5,4.2,1.56537,0.238124
1.51,4.2,1.53046,0.207031
1.52,4.2,1.42556,0.167391
1.53,4.2,1.25378,0.126259
1.54,4.2,1.0476,0.0903438
1.55,4.2,0.850211,0.0656661
1.56,4.2,0.689949,0.0490452
1.57,4.2,0.574249,0.0378615
1.58,4.2,0.494174,0.0296867
1.59,4.2,0.44505,0.0239431
1.6,4.2,0.423629,0.0185845
1.61,4.2,0.425632,0.0167396
1.62,4.2,0.44884,0.0157412
1.63,4.2,0.49433,0.016722
1.64,4.2,0.561597,0.0201334
1.65,4.2,0.652089,0.0235008
1.66,4.2,0.756491,0.0260094
1.67,4.2,0.863386,0.0259092
1.68,4.2,0.951749,0.0230175
1.69,4.2,1.00598,0.0201779
1.7,4.2,1.00417,0.0162551
1.71,4.2,0.951039,0.015476
1.72,4.2,0.862315,0.0154265
1.73,4.2,0.764043,0.0167016
1.74,4.2,0.675682,0.0170568
1.75,4.2,0.59389,0.0184625
1.76,4.2,0.524572,0.0202416
1.77,4.2,0.467819,0.0215444
1.78,4.2,0.419827,0.021702
1.79,4.2,0.379058,0.0220178
1.8,4.2,0.342708,0.0229224
1.81,4.2,0.31265,0.0236789
1.82,4.2,0.289751,0.0235767
1.83,4.2,0.268677,0.0234311
1.84,4.2,0.251421,0.0242182
1.85,4.2,0.242203,0.0235729
1.86,4.2,0.231758,0.0230007
1.87,4.2,0.228008,0.0226361
1.88,4.2,0.22649,0.0230501
1.89,4.2,0.231467,0.0221751
1.9,4.2,0.238021,0.0211616
1.91,4.2,0.251451,0.0202412
1.92,4.2,0.266276,0.019653
1.93,4.2,0.286083,0.0196411
1.94,4.2,0.303525,0.0196235
1.95,4.2,0.323552,0.0190273
1.96,4.2,0.34251,0.01907
1.97,4.2,0.355767,0.0191732
1.98,4.2,0.366786,0.0193587
1.99,4.2,0.37461,0.019865
2,4.2,0.379399,0.0197776
1.08,4.25,0.273277,0.00893428
1.09,4.25,0.473,0.0194706
1.1,4.25,0.646489,0.0303663
1.11,4.25,0.821377,0.0421213
1.12,4.25,1.00607,0.0540327
1.13,4.25,1.21733,0.0677411
1.14,4.25,1.46492,0.0820097
1.15,4.25,1.76632,0.0980596
1.16,4.25,2.14487,0.117471
1.17,4.25,2.62004,0.136662
1.18,4.25,3.17924,0.157679
1.19,4.25,3.74262,0.175137
1.2,4.25,4.18104,0.187974
1.21,4.25,4.35717,0.189354
1.22,4.25,4.23443,0.18347
1.23,4.25,3.89066,0.173744
1.24,4.25,3.46776,0.1651
1.25,4.25,3.07481,0.157877
1.26,4.25,2.75313,0.152343
1.27,4.25,2.49087,0.149288
1.28,4.25,2.29501,0.148992
1.29,4.25,2.15035,0.14972
1.3,4.25,2.0383,0.151432
1.31,4.25,1.95318,0.152601
1.32,4.25,1.88195,0.156296
1.33,4.25,1.8178,0.157014
1.34,4.25,1.75611,0.159093
1.35,4.25,1.68364,0.161448
1.36,4.25,1.6131,0.163189
1.37,4.25,1.53893,0.164565
1.38,4.25,1.4545,0.167311
1.39,4.25,1.36808,0.168065
1.4,4.25,1.29143,0.170785
1.41,4.25,1.22555,0.174246
1.42,4.25,1.17561,0.17899
1.43,4.25,1.14352,0.184124
1.44,4.25,1.13613,0.192095
1.45,4.25,1.15434,0.202959
1.46,4.25,1.20726,0.215035
1.47,4.25,1.30616,0.231446
1.48,4.25,1.45618,0.251573
1.49,4.25,1.51896,0.253035
1.5,4.25,1.49635,0.228491
1.51,4.25,1.46146,0.198535
1.52,4.25,1.36081,0.1601
1.53,4.25,1.19468,0.119916
1.54,4.25,0.997881,0.0871525
1.55,4.25,0.808703,0.062452
1.56,4.25,0.657742,0.0470399
1.57,4.25,0.547661,0.0365484
1.58,4.25,0.471822,0.0296135
1.59,4.25,0.425227,0.0228744
1.6,4.25,0.405258,0.0182003
1.61,4.25,0.407117,0.0156104
1.62,4.25,0.429407,0.0152567
1.63,4.25,0.474702,0.0168329
1.64,4.25,0.538872,0.0197553
1.65,4.25,0.62385,0.0225886
1.66,4.25,0.723543,0.0249474
1.67,4.25,0.827089,0.0252263
1.68,4.25,0.91223,0.0229748
1.69,4.25,0.962594,0.019403
1.7,4.25,0.961929,0.0161329
1.71,4.25,0.910621,0.0138903
1.72,4.25,0.822623,0.0139808
1.73,4.25,0.730683,0.0150994
1.74,4.25,0.643606,0.0163351
1.75,4.25,0.566896,0.0178845
1.76,4.25,0.502856,0.0193304
1.77,4.25,0.447088,0.020292
1.78,4.25,0.401431,0.020763
1.79,4.25,0.361324,0.0214491
1.8,4.25,0.328776,0.022042
1.81,4.25,0.301861,0.0224313
1.82,4.25,0.275823,0.023124
1.83,4.25,0.257606,0.0230522
1.84,4.25,0.240592,0.0229197
1.85,4.25,0.228398,0.0227585
1.86,4.25,0.220077,0.0220629
1.87,4.25,0.213696,0.0221638
1.88,4.25,0.217292,0.021613
1.89,4.25,0.221178,0.0210283
1.9,4.25,0.226503,0.0205252
1.91,4.25,0.236915,0.0197836
1.92,4.25,0.255829,0.0194101
1.93,4.25,0.272739,0.019035
1.94,4.25,0.292297,0.0190137
1.95,4.25,0.309679,0.0187376
1.96,4.25,0.325377,0.0181176
1.97,4.25,0.340856,0.0186086
1.98,4.25,0.350955,0.018941
1.99,4.25,0.35994,0.0193121
2,4.25,0.364593,0.0192748
1.08,4.3,0.264739,0.00837686
1.09,4.3,0.457945,0.018499
1.1,4.3,0.626773,0.0286379
1.11,4.3,0.792696,0.0399604
1.12,4.3,0.96908,0.0516139
1.13,4.3,1.17395,0.0646818
1.14,4.3,1.41401,0.0782696
1.15,4.3,1.70171,0.0938527
1.16,4.3,2.0595,0.111131
1.17,4.3,2.51661,0.130722
1.18,4.3,3.04993,0.150803
1.19,4.3,3.58747,0.167845
1.2,4.3,4.00741,0.179635
1.21,4.3,4.17677,0.181125
1.22,4.3,4.05216,0.175565
1.23,4.3,3.72545,0.165354
1.24,4.3,3.32645,0.157187
1.25,4.3,2.9469,0.150457
1.26,4.3,2.63872,0.145647
1.27,4.3,2.39222,0.14334
1.28,4.3,2.20026,0.142334
1.29,4.3,2.061,0.143511
1.3,4.3,1.95276,0.143902
1.31,4.3,1.86864,0.146196
1.32,4.3,1.80444,0.149184
1.33,4.3,1.74028,0.150888
1.34,4.3,1.68188,0.152677
1.35,4.3,1.61382,0.154696
1.36,4.3,1.54619,0.156662
1.37,4.3,1.4718,0.157811
1.38,4.3,1.39415,0.157529
1.39,4.3,1.3118,0.161831
1.4,4.3,1.23755,0.163786
1.41,4.3,1.17454,0.166743
1.42,4.3,1.12553,0.170967
1.43,4.3,1.09737,0.177204
1.44,4.3,1.08998,0.184648
1.45,4.3,1.10743,0.19412
1.46,4.3,1.15633,0.206316
1.47,4.3,1.24805,0.221584
1.48,4.3,1.39486,0.241538
1.49,4.3,1.45393,0.243041
1.5,4.3,1.43137,0.218489
1.51,4.3,1.39534,0.190072
1.52,4.3,1.29766,0.152995
1.53,4.3,1.13955,0.115386
1.54,4.3,0.950455,0.0838416
1.55,4.3,0.770734,0.0611179
1.56,4.3,0.624606,0.0461903
1.57,4.3,0.519915,0.0356382
1.58,4.3,0.448489,0.0282403
1.59,4.3,0.405106,0.0224861
1.6,4.3,0.388942,0.0177221
1.61,4.3,0.389756,0.0154424
1.62,4.3,0.411293,0.0147089
1.63,4.3,0.453201,0.0165094
1.64,4.3,0.515003,0.019179
1.65,4.3,0.598608,0.0224254
1.66,4.3,0.693204,0.0239661
1.67,4.3,0.792203,0.0235213
1.68,4.3,0.874865,0.0220726
1.69,4.3,0.924468,0.0186639
1.7,4.3,0.918885,0.0152377
1.71,4.3,0.869179,0.0137666
1.72,4.3,0.789592,0.0138196
1.73,4.3,0.699034,0.0153031
1.74,4.3,0.615967,0.0159892
1.75,4.3,0.542636,0.0172138
1.76,4.3,0.481219,0.0188535
1.77,4.3,0.426505,0.0198039
1.78,4.3,0.382533,0.0198002
1.79,4.3,0.344097,0.0205185
1.8,4.3,0.313136,0.0211031
1.81,4.3,0.287506,0.020988
1.82,4.3,0.264986,0.0208634
1.83,4.3,0.24589,0.0216288
1.84,4.3,0.230997,0.022463
1.85,4.3,0.217893,0.0222275
1.86,4.3,0.210095,0.0220618
1.87,4.3,0.205421,0.0215617
1.88,4.3,0.206469,0.0213732
1.89,4.3,0.208905,0.0203837
1.9,4.3,0.217979,0.020027
1.91,4.3,0.22893,0.0192717
1.92,4.3,0.239866,0.0186718
1.93,4.3,0.259086,0.0182061
1.94,4.3,0.278186,0.0180422
1.95,4.3,0.296619,0.0182047
1.96,4.3,0.312409,0.0179765
1.97,4.3,0.326472,0.0180802
1.98,4.3,0.336264,0.0180861
1.99,4.3,0.343857,0.0184234
2,4.3,0.3491,0.0184887
1.08,4.35,0.256768,0.00795656
1.09,4.35,0.443739,0.0174972
1.1,4.35,0.605283,0.0274876
1.11,4.35,0.766838,0.038165
1.12,4.35,0.934688,0.0492244
1.13,4.35,1.13194,0.0616195
1.14,4.35,1.36065,0.0744398
1.15,4.35,1.63887,0.0894908
1.16,4.35,1.98417,0.106058
1.17,4.35,2.4186,0.125583
1.18,4.35,2.92696,0.144107
1.19,4.35,3.44001,0.160778
1.2,4.35,3.84135,0.171807
1.21,4.35,4.00096,0.173399
1.22,4.35,3.88515,0.168111
1.23,4.35,3.57447,0.158487
1.24,4.35,3.19108,0.150945
1.25,4.35,2.82738,0.143711
1.26,4.35,2.5269,0.138872
1.27,4.35,2.29385,0.137218
1.28,4.35,2.11123,0.136463
1.29,4.35,1.97397,0.136922
1.3,4.35,1.87232,0.138312
1.31,4.35,1.79102,0.140248
1.32,4.35,1.72777,0.141847
1.33,4.35,1.66882,0.144436
1.34,4.35,1.61151,0.146814
1.35,4.35,1.55046,0.147904
1.36,4.35,1.48044,0.149625
