W,Q2,L0+Re,L0+Im,L1+Re,L1+Im,L2+Re,L2+Im,L3+Re,L3+Im,L4+Re,L4+Im,L5+Re,L5+Im,L0-Re,L0-Im,L1-Re,L1-Im,L2-Re,L2-Im,L3-Re,L3-Im,L4-Re,L4-Im,L5-Re,L5-Im,E0+Re,E0+Im,E1+Re,E1+Im,E2+Re,E2+Im,E3+Re,E3+Im,E4+Re,E4+Im,E5+Re,E5+Im,E0-Re,E0-Im,E1-Re,E1-Im,E2-Re,E2-Im,E3-Re,E3-Im,E4-Re,E4-Im,E5-Re,E5-Im,M0+Re,M0+Im,M1+Re,M1+Im,M2+Re,M2+Im,M3+Re,M3+Im,M4+Re,M4+Im,M5+Re,M5+Im,M0-Re,M0-Im,M1-Re,M1-Im,M2-Re,M2-Im,M3-Re,M3-Im,M4-Re,M4-Im,M5-Re,M5-Im,
1.62,0,-3.871,0.67,-0.39,-0.162,-0.13,0.094,-0.005,-0.021,-0.001,0,0,0,0,0,0.996,0.138,0.948,-0.216,-0.208,-0.512,-0.005,0,-0.002,0,-1.712,1.35,0.295,0.251,-0.088,0.067,-0.002,-0.015,-0.001,0,0,0,0,0,0,0,-3.601,-2.419,0.855,1.161,-0.03,0,0.008,0,0,0,-0.261,0.161,0.226,0.213,0.325,0.085,0.002,0,0.009,0,0,0,-0.353,1.217,-0.642,0.687,0.638,0.773,0.033,0,0.006,0,
1.63,0,-3.647,0.806,-0.407,-0.205,-0.146,0.09,-0.005,-0.023,-0.001,0,0,0,0,0,1.061,0.085,0.889,-0.188,-0.16,-0.59,-0.007,0,-0.002,0,-1.483,1.629,0.307,0.275,-0.099,0.063,-0.002,-0.016,-0.001,0,0,0,0,0,0,0,-3.151,-2.619,0.777,1.365,-0.03,0,0.009,0,0,0,-0.127,0.178,0.22,0.254,0.34,0.095,0.002,0,0.01,0,0,0,-0.26,1.147,-0.615,0.669,0.6,0.924,0.034,0,0.006,0,
1.64,0,-3.488,0.951,-0.419,-0.249,-0.163,0.082,-0.004,-0.025,-0.002,0,0,0,0,0,1.136,0.037,0.834,-0.167,-0.084,-0.664,-0.007,0,-0.002,0,-1.414,1.986,0.317,0.303,-0.111,0.056,-0.001,-0.017,-0.001,0,0,0,0,0,0,0,-2.692,-2.745,0.631,1.568,-0.031,0,0.009,0,0,0,-0.006,0.2,0.2,0.293,0.356,0.105,0.003,0,0.01,0,0,0,-0.17,1.082,-0.599,0.655,0.515,1.077,0.037,0,0.006,0,
1.65,0,-3.375,1.077,-0.427,-0.297,-0.178,0.07,-0.004,-0.026,-0.002,0,0,0,0,0,1.21,-0.012,0.785,-0.151,0.022,-0.718,-0.008,0,-0.003,0,-1.516,2.344,0.32,0.336,-0.12,0.044,-0.002,-0.018,-0.001,0,0,0,0,0,0,0,-2.233,-2.799,0.41,1.739,-0.032,0,0.009,0,0,0,0.113,0.223,0.168,0.324,0.371,0.118,0.004,0,0.011,0,0,0,-0.088,1.02,-0.593,0.639,0.376,1.211,0.038,0,0.006,0,
1.66,0,-3.283,1.186,-0.427,-0.347,-0.19,0.053,-0.004,-0.028,-0.002,0,0,0,0,0,1.29,-0.052,0.74,-0.139,0.149,-0.739,-0.008,0,-0.002,0,-1.76,2.639,0.318,0.371,-0.128,0.031,-0.001,-0.019,-0.001,0,0,0,0,0,0,0,-1.791,-2.782,0.13,1.836,-0.033,0,0.009,0,0,0,0.157,0.255,0.128,0.342,0.388,0.131,0.004,0,0.011,0,0,0,-0.009,0.96,-0.592,0.62,0.191,1.301,0.04,0,0.007,0,
1.67,0,-3.193,1.272,-0.422,-0.396,-0.196,0.034,-0.003,-0.03,-0.002,0,0,0,0,0,1.371,-0.092,0.697,-0.128,0.278,-0.714,-0.009,0,-0.002,0,-2.087,2.81,0.308,0.408,-0.129,0.016,0,-0.02,-0.001,0,0,0,0,0,0,0,-1.38,-2.702,-0.172,1.837,-0.033,0,0.01,0,0,0,0.205,0.287,0.086,0.345,0.406,0.146,0.005,0,0.012,0,0,0,0.064,0.905,-0.594,0.596,-0.014,1.326,0.043,0,0.007,0,
1.68,0,-3.092,1.358,-0.406,-0.443,-0.196,0.014,-0.002,-0.032,-0.002,0,0,0,0,0,1.454,-0.132,0.659,-0.12,0.387,-0.651,-0.01,0,-0.002,0,-2.429,2.863,0.291,0.444,-0.127,0.001,0,-0.021,-0.001,0,0,0,0,0,0,0,-1.013,-2.571,-0.444,1.742,-0.034,0,0.011,0,0,0,0.238,0.318,0.047,0.334,0.422,0.162,0.006,0,0.013,0,0,0,0.131,0.853,-0.597,0.568,-0.207,1.283,0.044,0,0.008,0,
1.69,0,-2.988,1.455,-0.385,-0.488,-0.191,-0.003,-0.002,-0.033,-0.003,0,0,0,0,0,1.537,-0.158,0.625,-0.112,0.464,-0.564,-0.011,0,-0.002,0,-2.754,2.816,0.265,0.477,-0.122,-0.012,0.001,-0.022,-0.001,0,0,0,0,0,0,0,-0.694,-2.404,-0.653,1.581,-0.034,0,0.01,0,0,0,0.277,0.346,0.017,0.311,0.44,0.18,0.007,0,0.013,0,0,0,0.2,0.804,-0.599,0.536,-0.363,1.19,0.047,0,0.009,0,
1.7,0,-2.894,1.569,-0.356,-0.527,-0.184,-0.017,-0.001,-0.035,-0.002,0,0,0,0,0,1.621,-0.182,0.592,-0.106,0.505,-0.473,-0.012,0,-0.002,0,-3.037,2.673,0.233,0.505,-0.114,-0.022,0.001,-0.023,-0.001,0,0,0,0,0,0,0,-0.425,-2.212,-0.789,1.395,-0.035,0,0.011,0,0,0,0.312,0.37,-0.002,0.284,0.457,0.2,0.008,0,0.014,0,0,0,0.262,0.759,-0.592,0.5,-0.469,1.074,0.05,0,0.009,0,
1.71,0,-2.822,1.691,-0.321,-0.559,-0.175,-0.028,0.001,-0.037,-0.002,0,0,0,0,0,1.701,-0.195,0.562,-0.099,0.517,-0.389,-0.012,0,-0.002,0,-3.244,2.452,0.193,0.527,-0.106,-0.029,0.002,-0.025,-0.001,0,0,0,0,0,0,0,-0.204,-2.01,-0.861,1.213,-0.036,0,0.012,0,0,0,0.347,0.389,-0.013,0.254,0.474,0.222,0.009,0,0.015,0,0,0,0.327,0.715,-0.583,0.464,-0.533,0.954,0.052,0,0.009,0,
1.72,0,-2.774,1.81,-0.284,-0.582,-0.166,-0.034,0.001,-0.039,-0.002,0,0,0,0,0,1.778,-0.206,0.532,-0.093,0.513,-0.32,-0.013,0,-0.002,0,-3.352,2.199,0.151,0.54,-0.097,-0.033,0.003,-0.026,-0.001,0,0,0,0,0,0,0,-0.028,-1.805,-0.887,1.051,-0.037,0,0.012,0,0,0,0.389,0.402,-0.015,0.226,0.491,0.247,0.009,0,0.016,0,0,0,0.385,0.675,-0.569,0.427,-0.563,0.843,0.054,0,0.01,0,
1.73,0,-2.745,1.921,-0.245,-0.598,-0.158,-0.039,0.003,-0.042,-0.002,0,-0.001,0,0,0,1.851,-0.212,0.506,-0.088,0.498,-0.265,-0.014,0,-0.002,0,-3.374,1.956,0.106,0.546,-0.089,-0.036,0.005,-0.027,-0.001,0,0,0,0,0,0,0,0.112,-1.606,-0.884,0.916,-0.038,0,0.013,0,0,0,0.432,0.409,-0.012,0.198,0.508,0.275,0.011,0,0.017,0,0,0,0.441,0.64,-0.553,0.392,-0.571,0.748,0.056,0,0.011,0,
1.74,0,-2.731,2.013,-0.207,-0.604,-0.15,-0.041,0.005,-0.044,-0.003,0,-0.001,0,0,0,1.918,-0.215,0.479,-0.081,0.479,-0.223,-0.014,0,-0.002,0,-3.34,1.738,0.062,0.542,-0.082,-0.037,0.005,-0.029,-0.001,0,0,0,0,0,0,0,0.218,-1.418,-0.865,0.805,-0.038,0,0.013,0,0,0,0.477,0.41,-0.004,0.174,0.524,0.306,0.011,0,0.017,0,0,0,0.495,0.608,-0.535,0.356,-0.564,0.67,0.059,0,0.012,0,
1.75,0,-2.724,2.094,-0.171,-0.605,-0.143,-0.043,0.007,-0.046,-0.003,0,-0.001,0,0,0,1.98,-0.217,0.455,-0.076,0.46,-0.193,-0.016,0,-0.002,0,-3.262,1.56,0.022,0.532,-0.076,-0.038,0.006,-0.03,-0.001,0,0,0,0,0,0,0,0.298,-1.243,-0.838,0.717,-0.039,0,0.013,0,0,0,0.518,0.407,0.006,0.153,0.538,0.34,0.012,0,0.019,0,0,0,0.544,0.58,-0.515,0.324,-0.55,0.604,0.062,0,0.012,0,
1.76,0,-2.723,2.159,-0.139,-0.599,-0.137,-0.043,0.01,-0.049,-0.003,0,-0.001,0,0,0,2.032,-0.216,0.429,-0.069,0.443,-0.168,-0.017,0,-0.002,0,-3.167,1.409,-0.016,0.514,-0.071,-0.037,0.008,-0.031,-0.001,0,0,0,0,0,0,0,0.358,-1.082,-0.81,0.645,-0.04,0,0.014,0,0,0,0.573,0.4,0.019,0.134,0.55,0.377,0.013,0,0.019,0,0,0,0.591,0.555,-0.495,0.293,-0.533,0.552,0.065,0,0.013,0,
1.77,0,-2.724,2.217,-0.111,-0.59,-0.133,-0.042,0.013,-0.051,-0.004,0,-0.001,0,0,0,2.086,-0.218,0.407,-0.064,0.427,-0.15,-0.018,0,-0.003,0,-3.058,1.292,-0.047,0.494,-0.066,-0.037,0.01,-0.032,-0.001,0,0,0,0,0,0,0,0.401,-0.936,-0.782,0.587,-0.04,0,0.014,0,0,0,0.625,0.39,0.033,0.118,0.561,0.418,0.014,0,0.02,0,0,0,0.629,0.535,-0.473,0.264,-0.514,0.508,0.067,0,0.013,0,
1.78,0,-2.725,2.263,-0.086,-0.577,-0.128,-0.041,0.016,-0.053,-0.003,0,-0.001,0,0,0,2.13,-0.218,0.384,-0.058,0.415,-0.134,-0.019,0,-0.002,0,-2.944,1.197,-0.075,0.468,-0.061,-0.036,0.013,-0.033,-0.001,0,0,0,0,0,0,0,0.433,-0.804,-0.757,0.539,-0.041,0,0.014,0,0,0,0.677,0.379,0.047,0.104,0.568,0.463,0.015,0,0.022,0,0,0,0.663,0.518,-0.45,0.237,-0.496,0.473,0.07,0,0.014,0,
1.79,0,-2.728,2.301,-0.068,-0.562,-0.124,-0.04,0.02,-0.055,-0.003,0,-0.001,0,0,0,2.172,-0.219,0.362,-0.052,0.404,-0.122,-0.019,0,-0.002,0,-2.828,1.124,-0.097,0.442,-0.058,-0.035,0.015,-0.034,-0.001,0,0,0,0,0,0,0,0.454,-0.686,-0.734,0.495,-0.041,0,0.015,0,0,0,0.728,0.367,0.063,0.091,0.571,0.512,0.016,0,0.022,0,0,0,0.69,0.505,-0.429,0.212,-0.479,0.441,0.073,0,0.015,0,
1.8,0,-2.733,2.329,-0.053,-0.547,-0.122,-0.039,0.025,-0.056,-0.003,0,-0.001,0,0,0,2.21,-0.222,0.34,-0.046,0.394,-0.109,-0.02,0,-0.002,0,-2.716,1.066,-0.115,0.415,-0.055,-0.034,0.018,-0.034,-0.001,0,0,0,0,0,0,0,0.469,-0.58,-0.711,0.458,-0.042,0,0.015,0,0,0,0.784,0.353,0.078,0.08,0.57,0.565,0.017,0,0.024,0,0,0,0.709,0.495,-0.408,0.19,-0.463,0.414,0.076,0,0.016,0,
1.81,0,-2.736,2.354,-0.04,-0.53,-0.119,-0.04,0.029,-0.056,-0.003,0,-0.001,0,0,0,2.248,-0.225,0.319,-0.041,0.384,-0.099,-0.021,0,-0.002,0,-2.606,1.027,-0.13,0.387,-0.052,-0.033,0.022,-0.035,-0.001,0,0,0,0,0,0,0,0.478,-0.487,-0.69,0.423,-0.043,0,0.015,0,0,0,0.832,0.341,0.094,0.071,0.562,0.62,0.019,0,0.025,0,0,0,0.72,0.487,-0.389,0.168,-0.448,0.39,0.079,0,0.016,0,
1.82,0,-2.74,2.371,-0.031,-0.514,-0.116,-0.039,0.035,-0.056,-0.004,0,-0.001,0,0,0,2.283,-0.23,0.298,-0.035,0.374,-0.088,-0.022,0,-0.002,0,-2.501,1.002,-0.139,0.359,-0.049,-0.033,0.025,-0.035,-0.001,0,0,0,0,0,0,0,0.485,-0.403,-0.669,0.393,-0.043,0,0.016,0,0,0,0.87,0.33,0.109,0.062,0.546,0.678,0.02,0,0.026,0,0,0,0.723,0.481,-0.369,0.149,-0.434,0.368,0.082,0,0.018,0,
1.83,0,-2.741,2.386,-0.025,-0.5,-0.114,-0.038,0.04,-0.056,-0.004,0,-0.001,0,0,0,2.311,-0.236,0.278,-0.029,0.364,-0.081,-0.024,0,-0.003,0,-2.401,0.991,-0.145,0.333,-0.047,-0.031,0.028,-0.033,-0.001,0,0,0,0,0,0,0,0.489,-0.329,-0.648,0.365,-0.044,0,0.016,0,0,0,0.914,0.319,0.124,0.055,0.523,0.737,0.021,0,0.027,0,0,0,0.718,0.477,-0.352,0.131,-0.419,0.348,0.085,0,0.018,0,
1.84,0,-2.745,2.394,-0.021,-0.485,-0.112,-0.036,0.046,-0.054,-0.004,0,-0.001,0,0,0,2.343,-0.241,0.259,-0.022,0.354,-0.074,-0.025,0,-0.002,0,-2.308,0.991,-0.15,0.307,-0.045,-0.031,0.032,-0.032,-0.001,0,0,0,0,0,0,0,0.492,-0.263,-0.628,0.341,-0.045,0,0.016,0,0,0,0.948,0.308,0.139,0.048,0.49,0.797,0.022,0,0.028,0,0,0,0.705,0.472,-0.335,0.113,-0.406,0.329,0.088,0,0.019,0,
1.85,0,-2.748,2.396,-0.017,-0.471,-0.11,-0.035,0.052,-0.051,-0.004,0,-0.001,0,0,0,2.369,-0.247,0.239,-0.016,0.345,-0.069,-0.026,0,-0.001,0,-2.225,1.003,-0.151,0.283,-0.042,-0.03,0.035,-0.029,-0.001,0,0,0,0,0,0,0,0.493,-0.206,-0.607,0.319,-0.045,0,0.017,0,0,0,0.97,0.298,0.155,0.042,0.449,0.854,0.024,0,0.028,0,0,0,0.683,0.465,-0.319,0.096,-0.393,0.312,0.091,0,0.02,0,
1.86,0,-2.751,2.393,-0.017,-0.458,-0.109,-0.035,0.057,-0.047,-0.004,0,-0.001,0,0,0,2.394,-0.254,0.22,-0.011,0.336,-0.066,-0.027,0,-0.001,0,-2.151,1.023,-0.151,0.261,-0.041,-0.029,0.039,-0.027,-0.001,0,0,0,0,0,0,0,0.494,-0.155,-0.588,0.301,-0.046,0,0.018,0,0,0,0.998,0.29,0.169,0.036,0.397,0.908,0.025,0,0.03,0,0,0,0.656,0.456,-0.307,0.082,-0.379,0.296,0.094,0,0.021,0,
1.87,0,-2.752,2.387,-0.016,-0.447,-0.107,-0.033,0.062,-0.042,-0.004,0,-0.001,0,0,0,2.416,-0.26,0.202,-0.005,0.328,-0.064,-0.028,0,-0.003,0,-2.089,1.054,-0.148,0.239,-0.039,-0.028,0.041,-0.024,-0.001,0,0,0,0,0,0,0,0.496,-0.11,-0.57,0.284,-0.047,0,0.019,0,0,0,1.007,0.281,0.184,0.031,0.335,0.956,0.027,0,0.031,0,0,0,0.623,0.443,-0.294,0.067,-0.367,0.281,0.097,0,0.021,0,
1.88,0,-2.753,2.376,-0.017,-0.436,-0.105,-0.032,0.066,-0.037,-0.004,0,-0.001,0,0,0,2.442,-0.265,0.184,0.003,0.321,-0.063,-0.029,0,-0.002,0,-2.041,1.094,-0.146,0.218,-0.036,-0.027,0.044,-0.02,-0.001,0,0,0,0,0,0,0,0.497,-0.069,-0.552,0.27,-0.047,0,0.019,0,0,0,1.021,0.272,0.197,0.026,0.266,0.995,0.028,0,0.032,0,0,0,0.584,0.424,-0.284,0.054,-0.355,0.266,0.1,0,0.022,0,
1.89,0,-2.752,2.363,-0.018,-0.426,-0.104,-0.03,0.068,-0.03,-0.004,0,-0.001,0,0,0,2.462,-0.272,0.166,0.009,0.315,-0.063,-0.03,0,-0.002,0,-2.007,1.14,-0.141,0.2,-0.035,-0.026,0.045,-0.015,-0.001,0,0,0,0,0,0,0,0.499,-0.034,-0.536,0.257,-0.048,0,0.019,0,0,0,1.022,0.265,0.211,0.022,0.188,1.024,0.031,0,0.033,0,0,0,0.544,0.4,-0.274,0.041,-0.342,0.252,0.104,0,0.024,0,
1.9,0,-2.748,2.349,-0.019,-0.416,-0.102,-0.029,0.069,-0.024,-0.005,0,-0.001,0,0,0,2.481,-0.278,0.149,0.015,0.31,-0.062,-0.032,0,-0.001,0,-1.99,1.191,-0.137,0.183,-0.033,-0.025,0.046,-0.011,-0.001,0,-0.001,0,0,0,0,0,0.501,-0.004,-0.521,0.246,-0.049,0,0.02,0,0,0,1.014,0.256,0.224,0.017,0.107,1.041,0.032,0,0.035,0,0,0,0.502,0.371,-0.266,0.029,-0.33,0.239,0.107,0,0.025,0,
1.91,0,-2.742,2.33,-0.021,-0.408,-0.101,-0.028,0.07,-0.017,-0.005,0,-0.001,0,0,0,2.497,-0.284,0.131,0.021,0.305,-0.063,-0.033,0,-0.001,0,-1.99,1.242,-0.131,0.166,-0.03,-0.024,0.045,-0.007,-0.001,0,0,0,0,0,0,0,0.504,0.024,-0.506,0.235,-0.049,0,0.02,0,0,0,1.009,0.248,0.237,0.013,0.023,1.045,0.033,0,0.036,0,0,0,0.462,0.335,-0.261,0.017,-0.316,0.227,0.11,0,0.025,0,
1.92,0,-2.734,2.312,-0.023,-0.4,-0.099,-0.026,0.068,-0.01,-0.005,0,-0.001,0,0,0,2.511,-0.291,0.115,0.027,0.302,-0.064,-0.034,0,-0.002,0,-2.009,1.289,-0.124,0.151,-0.029,-0.022,0.045,-0.002,-0.001,0,0,0,0,0,0,0,0.508,0.047,-0.492,0.226,-0.05,0,0.021,0,0,0,0.994,0.24,0.25,0.008,-0.057,1.037,0.035,0,0.038,0,0,0,0.424,0.297,-0.256,0.006,-0.304,0.215,0.113,0,0.027,0,
1.93,0,-2.726,2.292,-0.024,-0.391,-0.098,-0.024,0.067,-0.005,-0.005,0,-0.001,0,0,0,2.524,-0.296,0.098,0.034,0.299,-0.064,-0.035,0,-0.001,0,-2.046,1.327,-0.116,0.136,-0.028,-0.021,0.043,0.002,-0.001,0,0,0,0,0,0,0,0.512,0.068,-0.479,0.217,-0.051,0,0.021,0,0,0,0.966,0.232,0.262,0.004,-0.138,1.017,0.036,0,0.039,0,0,0,0.391,0.253,-0.253,-0.006,-0.29,0.204,0.117,0,0.028,0,
1.94,0,-2.714,2.273,-0.026,-0.384,-0.096,-0.022,0.065,0.001,-0.006,0,-0.001,0,0,0,2.534,-0.301,0.081,0.04,0.295,-0.066,-0.036,0,-0.001,0,-2.098,1.353,-0.109,0.124,-0.026,-0.019,0.041,0.005,-0.001,0,0,0,0,0,0,0,0.518,0.084,-0.466,0.21,-0.052,0,0.022,0,0,0,0.944,0.222,0.275,0,-0.212,0.987,0.039,0,0.04,0,0,0,0.362,0.208,-0.251,-0.017,-0.277,0.193,0.12,0,0.028,0,
1.95,0,-2.704,2.254,-0.028,-0.378,-0.096,-0.019,0.061,0.006,-0.006,0,-0.001,0,0,0,2.543,-0.307,0.066,0.046,0.292,-0.067,-0.037,0,-0.001,0,-2.16,1.362,-0.101,0.112,-0.025,-0.018,0.038,0.008,-0.001,0,-0.001,0,0,0,0,0,0.524,0.099,-0.454,0.202,-0.052,0,0.022,0,0,0,0.91,0.214,0.288,-0.004,-0.277,0.947,0.04,0,0.042,0,0,0,0.338,0.163,-0.252,-0.028,-0.264,0.183,0.124,0,0.03,0,
1.96,0,-2.692,2.237,-0.03,-0.37,-0.096,-0.018,0.057,0.011,-0.006,0,-0.001,0,0,0,2.55,-0.313,0.049,0.053,0.291,-0.068,-0.039,0,-0.001,0,-2.226,1.354,-0.094,0.101,-0.023,-0.016,0.036,0.01,-0.002,0,-0.001,0,0,0,0,0,0.531,0.112,-0.442,0.196,-0.053,0,0.022,0,0,0,0.881,0.205,0.3,-0.009,-0.334,0.902,0.041,0,0.044,0,0,0,0.318,0.118,-0.253,-0.039,-0.251,0.175,0.128,0,0.031,0,
1.97,0,-2.682,2.223,-0.033,-0.364,-0.097,-0.015,0.054,0.014,-0.006,0,-0.001,0,0,0,2.554,-0.32,0.034,0.059,0.29,-0.068,-0.04,0,-0.001,0,-2.292,1.332,-0.086,0.091,-0.023,-0.015,0.033,0.012,-0.001,0,0,0,0,0,0,0,0.54,0.121,-0.431,0.19,-0.053,0,0.023,0,0,0,0.841,0.195,0.312,-0.013,-0.383,0.852,0.044,0,0.045,0,0,0,0.304,0.077,-0.255,-0.048,-0.238,0.165,0.131,0,0.032,0,
1.98,0,-2.676,2.208,-0.035,-0.358,-0.095,-0.013,0.05,0.016,-0.006,0,-0.002,0,0,0,2.556,-0.326,0.018,0.067,0.289,-0.071,-0.042,0,-0.001,0,-2.353,1.296,-0.078,0.081,-0.022,-0.014,0.03,0.013,-0.001,0,0,0,0,0,0,0,0.548,0.13,-0.42,0.185,-0.053,0,0.023,0,0,0,0.797,0.184,0.325,-0.016,-0.422,0.8,0.045,0,0.047,0,0,0,0.292,0.037,-0.26,-0.058,-0.225,0.157,0.135,0,0.033,0,
1.99,0,-2.671,2.195,-0.035,-0.352,-0.096,-0.011,0.046,0.018,-0.006,0,-0.002,0,0,0,2.558,-0.334,0.003,0.072,0.288,-0.071,-0.043,0,-0.001,0,-2.408,1.249,-0.07,0.072,-0.022,-0.012,0.027,0.015,-0.001,0,0,0,0,0,0,0,0.559,0.136,-0.412,0.181,-0.054,0,0.024,0,0,0,0.752,0.174,0.338,-0.021,-0.454,0.747,0.048,0,0.048,0,0,0,0.284,0,-0.265,-0.069,-0.211,0.15,0.139,0,0.034,0,
2,0,-2.67,2.179,-0.037,-0.346,-0.098,-0.009,0.042,0.02,-0.006,0,-0.002,0,0,0,2.558,-0.341,-0.012,0.079,0.287,-0.073,-0.044,0,-0.001,0,-2.456,1.195,-0.062,0.064,-0.021,-0.011,0.025,0.015,-0.001,0,-0.001,0,0,0,0,0,0.569,0.141,-0.402,0.177,-0.054,0,0.024,0,0,0,0.703,0.163,0.349,-0.025,-0.478,0.695,0.049,0,0.049,0,0,0,0.278,-0.033,-0.272,-0.079,-0.199,0.143,0.142,0,0.035,0,
1.08,0.05,-1.39102,0.0680582,-0.0930861,-0.000439085,0,0,0,0,0,0,0,0,0,0,0.14885,-0.000439085,0.0228324,0,-0.000439085,0,0,0,0,0,1.103,0.345,-0.128,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,-0.093,0,0.002,0,0,0,0,0,0,0,2.73,0.003,-0.019,0,0,0,0,0,0,0,0,0,-1.961,0.003,0.009,0,0,0,0,0,0,0,
1.09,0.05,-1.51214,0.246336,-0.159394,-0.00514173,-0.000934861,0,0,0,0,0,0,0,0,0,0.236052,-0.00280458,0.0537545,0,-0.00186972,0,0,0,0,0,0.913,1.121,-0.199,-0.014,0,0,0,0,0,0,0,0,0,0,0,0,-0.216,0.001,0.006,0,0,0,0,0,0,0,4.477,0.07,-0.042,0,0.001,0,0,0,0,0,0,0,-2.872,0.012,0.021,0,0,0,0,0,0,0,
1.1,0.05,-1.6343,0.364714,-0.217939,-0.0168025,-0.000988385,0,0,0,0,0,0,0,0,0,0.303434,-0.00494193,0.0810476,0,-0.00296516,0,0,0,0,0,0.744,1.485,-0.25,-0.042,-0.001,0,0,0,0,0,0,0,0,0,0,0,-0.325,0.001,0.011,0,0,0,0,0,0,0,5.944,0.237,-0.061,0,0.004,0,0,0,0,0,0,0,-3.386,0.027,0.033,0,0,0,0,0,0,0,
1.11,0.05,-1.75722,0.477871,-0.276334,-0.0389569,-0.00155828,0,0,0,0,0,0,0,0,0,0.362039,-0.0062331,0.105963,-0.000519425,-0.00571368,0,0,0,0,0,0.593,1.757,-0.291,-0.088,-0.001,0,0,0,0,0,0,0,0,0,0,0,-0.42,0.001,0.016,0,-0.001,0,0,0,0,0,7.379,0.535,-0.078,0,0.005,0,0,0,0,0,0,0,-3.712,0.045,0.045,0,0,0,0,0,0,0,
1.12,0.05,-1.87943,0.590446,-0.336234,-0.0738737,-0.00162957,0,0,0,0,0,0,0,0,0,0.417712,-0.00434551,0.127649,-0.000543189,-0.00760465,0,0,0,0,0,0.454,1.981,-0.327,-0.152,-0.001,0,0,0,0,0,0,0,0,0,0,0,-0.505,0.001,0.022,0,-0.002,0,0,0,0,0,8.877,1.014,-0.093,0,0.007,0,0,0,0,0,0,0,-3.923,0.067,0.058,0,0,0,0,0,0,0,
1.13,0.05,-1.99865,0.704675,-0.398712,-0.124986,-0.0022622,0,0,0,0,0,0,0,0,0,0.471668,0.00169665,0.145912,-0.000565549,-0.00848324,0,0.000565549,0,0,0,0.328,2.172,-0.355,-0.235,-0.001,0,0,0,0,0,0,0,0,0,0,0,-0.582,0.002,0.028,0,-0.002,0,0,0,0,0,10.489,1.742,-0.105,0,0.009,0,0,0,0,0,0,0,-4.057,0.088,0.07,0.001,0,0,0,0,0,0,
1.14,0.05,-2.11636,0.8171,-0.461048,-0.197676,-0.00293288,0,0,0,0,0,0,0,0,0,0.525572,0.0129047,0.163068,-0.000586576,-0.0105584,0,0.00117315,0,0,0,0.216,2.333,-0.372,-0.342,-0.002,0.001,0,0,0,0,0,0,0,0,0,0,-0.651,0.003,0.034,0,-0.002,0,0,0,0,0,12.234,2.822,-0.115,0,0.01,0,-0.001,0,0,0,0,0,-4.134,0.112,0.083,0.001,0,0,0,0,0,0,
1.15,0.05,-2.23072,0.92891,-0.518419,-0.297106,-0.00303169,0.000606338,0,0,0,0,0,0,0,0,0.579659,0.0303169,0.177051,-0.00121268,-0.0121268,0,0.00121268,0,0,0,0.112,2.474,-0.372,-0.474,-0.002,0.001,0,0,0,0,0,0,0,0,0,0,-0.713,0.004,0.038,0,-0.002,0,0,0,0,0,14.092,4.392,-0.124,0,0.013,0,-0.001,0,0,0,0,0,-4.169,0.136,0.097,0.002,0,0,0,0,0,0,
1.16,0.05,-2.34215,1.03922,-0.563666,-0.431186,-0.00374944,0.000624907,0,0,0,0,0,0,0,0,0.635531,0.0549919,0.188722,-0.00187472,-0.0143729,0,0.00124981,0,0,0,0.019,2.598,-0.342,-0.632,-0.003,0.002,0,0,0,0,0,0,0,0,0,0,-0.768,0.007,0.044,0,-0.002,0,0,0,0,0,15.964,6.634,-0.132,0,0.015,0,-0.001,0,0,0,0,0,-4.167,0.161,0.112,0.003,0.001,0,0,0,0,0,
1.17,0.05,-2.45058,1.14724,-0.578761,-0.602528,-0.00385412,0.00128471,0,0,0,0,0,0,0,0,0.692457,0.0847907,0.197845,-0.00256941,-0.0167012,0,0.000642354,0,0,0,-0.067,2.707,-0.266,-0.811,-0.002,0.002,0,0,0,0,0,0,0,0,0,0,-0.818,0.008,0.05,0,-0.004,0,0,0,0,0,17.605,9.737,-0.138,-0.001,0.017,0,-0.001,0,0,0,0,0,-4.138,0.186,0.127,0.003,0.001,0,0,0,0,0,
1.18,0.05,-2.55461,1.25491,-0.538853,-0.806304,-0.00526996,0.00131749,0,0,0,0,0,0,0,0,0.75031,0.122527,0.20487,-0.00395247,-0.0184449,0,0.00131749,0,0,0,-0.144,2.806,-0.122,-0.992,-0.003,0.003,0,0,0,0,0,0,0,0,0,0,-0.862,0.011,0.056,0,-0.004,0,0,0,0,0,18.543,13.809,-0.145,-0.001,0.019,0,-0.001,0,0,0,0,0,-4.084,0.213,0.142,0.005,0.003,0,0,0,0,0,
1.19,0.05,-2.65412,1.35908,-0.415275,-1.01729,-0.00471903,0.00202244,0,0,0,0,0,0,0,0,0.810325,0.167863,0.211008,-0.00471903,-0.0202244,0,0.00202244,0,0,0,-0.211,2.898,0.108,-1.145,-0.004,0.003,0,0,0,0,0,0,0,0,0,0,-0.901,0.014,0.063,0.001,-0.004,0,0,0,0,0,18.08,18.625,-0.15,-0.001,0.022,0,-0.001,0,0,0,0,0,-4.011,0.24,0.16,0.007,0.004,0.001,0,0,0,0,
